word,predicted,gold
проповедников,PUNCT,NOUN
журналу,PUNCT,NOUN
Огонек,PUNCT,NOUN
конфликтовала,PUNCT,VERB
мэрии,PUNCT,NOUN
Сергеем,PUNCT,PROPN
Цоем,PUNCT,PROPN
Гирса,PUNCT,PROPN
видный,PUNCT,ADJ
министр,PUNCT,NOUN
Козловский,PUNCT,PROPN
наркомата,PUNCT,NOUN
преступлением,ADP,NOUN
важным,NOUN,ADJ
налагается,PUNCT,VERB
немыслим,VERB,ADJ
лишение,VERB,NOUN
т.,PRON,ADV
Поняв,PUNCT,VERB
вернутся,PUNCT,VERB
Хокон,PUNCT,PROPN
устраивает,PUNCT,VERB
Хадзимэ,ADP,PROPN
Кикути,NOUN,PROPN
Джой,PUNCT,PROPN
Нейтом,NOUN,PROPN
Йеттоном,PUNCT,PROPN
Выборгский,VERB,ADJ
Алвара,PUNCT,PROPN
Аалто,PUNCT,PROPN
Монрепо,PUNCT,PROPN
Гарпуны,PUNCT,NOUN
ожесточенной,PUNCT,ADJ
Гнездятся,PUNCT,VERB
выдолбить,NOUN,VERB
дупло,PUNCT,NOUN
старые,ADP,ADJ
дятлов,PUNCT,NOUN
естественные,ADP,ADJ
HD,PROPN,NOUN
сокращение,PUNCT,NOUN
Heavy,PUNCT,X
Duty,PUNCT,X
усиленная,PUNCT,ADJ
Труднее,PUNCT,ADJ
гарнизона,PUNCT,NOUN
усиленную,PUNCT,ADJ
прикрытого,PUNCT,ADJ
разрезным,NOUN,ADJ
гласисом,PUNCT,NOUN
Дуглас,PUNCT,PROPN
губернатором,VERB,NOUN
Берика,ADP,PROPN
вторжений,PUNCT,NOUN
1174,ADP,NUM
многолетней,NOUN,ADJ
вырубки,PUNCT,NOUN
плантациями,PUNCT,NOUN
популяциям,PUNCT,NOUN
охотники,PUNCT,NOUN
Изабелла,PUNCT,PROPN
собралась,PUNCT,VERB
ехать,PUNCT,VERB
включающие,PUNCT,VERB
ритуальную,PUNCT,ADJ
чашечку,PUNCT,NOUN
саке,PUNCT,NOUN
белую,PUNCT,ADJ
повязку,PUNCT,NOUN
Злая,PUNCT,ADJ
щука,PUNCT,NOUN
задумав,PUNCT,VERB
погубить,PUNCT,VERB
рыбака,PUNCT,NOUN
рассказала,PUNCT,VERB
задания,PUNCT,NOUN
разведчиками,PUNCT,NOUN
оберштурмфюрер,ADP,NOUN
Будберг,NOUN,PROPN
невиновность,ADP,NOUN
Гриезе,NOUN,PROPN
рассказать,NOUN,VERB
Гартмана,NOUN,PROPN
Пауля,PUNCT,PROPN
Наглу,PUNCT,PROPN
внедрён,PUNCT,VERB
красноармейцев,PUNCT,NOUN
22-летний,PUNCT,ADJ
Ледли,PUNCT,PROPN
вывел,PUNCT,VERB
Уэльса,PUNCT,PROPN
капитанской,NOUN,ADJ
повязкой,PUNCT,NOUN
что,SCONJ,PRON
сделало,NOUN,VERB
его,DET,PRON
национальной,PUNCT,ADJ
откорректировано,PUNCT,VERB
Кардифф,PUNCT,PROPN
Сити,PROPN,NOUN
выведен,PUNCT,VERB
самостоятельный,NOUN,ADJ
Высший,PUNCT,ADJ
аттестационный,PUNCT,ADJ
ВАК,PUNCT,PROPN
Климов,PUNCT,PROPN
генерал-инспектором,ADP,NOUN
истребительной,NOUN,ADJ
генерал-инспектор,PUNCT,NOUN
эстрада,ADP,NOUN
снесена,PUNCT,VERB
выстроен,PUNCT,VERB
павших,VERB,NOUN
Арбузова,PUNCT,PROPN
схематично,PUNCT,ADV
воспроизводившей,PUNCT,VERB
Идиота,PUNCT,NOUN
вакуумной,NOUN,ADJ
давление,VERB,NOUN
измеряют,ADP,VERB
опуская,PUNCT,VERB
ртутного,PUNCT,ADJ
естественный,PUNCT,ADJ
микронам,PUNCT,NOUN
как,SCONJ,ADP
ртутного,PUNCT,ADJ
10,NUM,ADJ
несогласованная,ADP,ADJ
533,NOUN,ADJ
византийский,PUNCT,ADJ
Юстиниан,PUNCT,PROPN
использую,PUNCT,VERB
династические,PUNCT,ADJ
вандалов,PUNCT,NOUN
как,SCONJ,ADP
посылает,PUNCT,VERB
Велизария,PUNCT,PROPN
Африку,NOUN,PROPN
Лирика,PUNCT,NOUN
извращениям,PUNCT,NOUN
также,PART,CCONJ
неприемлемым,NOUN,ADJ
вещам,PUNCT,NOUN
сатанизму,PUNCT,NOUN
садизму,PUNCT,NOUN
бешенству,PUNCT,NOUN
оккультизму,PUNCT,NOUN
фашизму,PUNCT,NOUN
порнографии,PUNCT,NOUN
вампиризму,PUNCT,NOUN
фетишизму,PUNCT,NOUN
БДСМ,PUNCT,NOUN
т.,PRON,ADV
сломался,PUNCT,VERB
лететь,PUNCT,VERB
знаменовала,PUNCT,VERB
Гангутском,NOUN,ADJ
скорострельной,VERB,ADJ
Круппа,PUNCT,PROPN
несколько,NUM,ADV
портило,NOUN,VERB
Непобедимыми,PUNCT,ADJ
Вирес,PUNCT,PROPN
Юрьё,NOUN,PROPN
Хиетанен,PUNCT,PROPN
Передача,PUNCT,NOUN
Дании,NOUN,PROPN
Тевтонскому,PUNCT,ADJ
ордену,PUNCT,NOUN
1,NUM,ADJ
1346,PUNCT,ADJ
и,CCONJ,PART
Единой,PUNCT,ADJ
уничтожены,PUNCT,VERB
индийским,PUNCT,ADJ
истребителем,PUNCT,NOUN
10,NUM,ADJ
Монгла,PUNCT,PROPN
плоды,ADP,NOUN
скрытые,ADJ,VERB
10х10,PUNCT,NUM
Бейсин,PUNCT,PROPN
1182,PUNCT,NUM
13,NUM,ADJ
накануне,PUNCT,ADP
вступления,PUNCT,NOUN
корниловцев,PUNCT,NOUN
Цон,PUNCT,PROPN
Знаменка,PUNCT,PROPN
Орлом,NOUN,PROPN
наступавшими,PUNCT,VERB
Кром,PUNCT,PROPN
и,CCONJ,PART
коммунистический,NOUN,ADJ
Медведева,PUNCT,PROPN
японском,NOUN,ADJ
тиби,PUNCT,NOUN
элитсеменхоза,PUNCT,NOUN
Гомельская,PUNCT,ADJ
Климовка,PUNCT,PROPN
Клоун,PUNCT,NOUN
Литлчап,PUNCT,PROPN
уверен,PUNCT,ADJ
достоин,NOUN,ADJ
большего,ADJ,NOUN
разъездная,NOUN,ADJ
циркового,PUNCT,ADJ
артиста,PUNCT,NOUN
Новотро́ицка,PUNCT,PROPN
Новотроицк,PUNCT,PROPN
Музыку,PUNCT,NOUN
Крылатов,PUNCT,PROPN
Фильмы,PUNCT,NOUN
KkcTebou,PUNCT,X
TV,PUNCT,X
Channel,PUNCT,X
католики,VERB,NOUN
помещают,ADP,VERB
Виа,PUNCT,PROPN
Долороза,PUNCT,PROPN
Баатр,PUNCT,PROPN
Басангов,PUNCT,PROPN
подготовил,PUNCT,VERB
подстрочный,PUNCT,ADJ
калмыцкого,PUNCT,ADJ
эпоса,PUNCT,NOUN
Джангар,PUNCT,PROPN
Семён,ADP,PROPN
Липкин,NOUN,PROPN
увековечена,PUNCT,VERB
множеством,PUNCT,NOUN
картин,PUNCT,NOUN
Пронино,PUNCT,PROPN
Гридино,PUNCT,PROPN
Илюшкино,PUNCT,PROPN
Назначаются,PUNCT,VERB
Премиум,PUNCT,NOUN
фирменных,NOUN,ADJ
Эйнар,PUNCT,PROPN
Кристиансен,PUNCT,PROPN
датский,PUNCT,ADJ
Оркестром,PUNCT,NOUN
дирижировал,PUNCT,VERB
César,PUNCT,X
Mendoza,PUNCT,X
Lasalle,PUNCT,X
Финский,PUNCT,ADJ
добровольческий,PUNCT,ADJ
также,CCONJ,PART
Финский,NOUN,ADJ
Нордост,PUNCT,PROPN
добровольческое,PUNCT,ADJ
состоявшее,PUNCT,VERB
финских,NOUN,ADJ
добровольцев,PUNCT,NOUN
чистоты,PUNCT,NOUN
Кодама,PUNCT,PROPN
правым,VERB,ADJ
ультранационалистом,ADP,NOUN
контактов,PUNCT,NOUN
подавить,NOUN,VERB
трудовые,PUNCT,ADJ
сочувствующих,ADP,VERB
иными,NOUN,ADJ
социалистическими,NOUN,ADJ
перпендикулярно,ADP,ADV
Лермонтовского,NOUN,ADJ
проспекта,PUNCT,NOUN
Жулебинского,NOUN,ADJ
бульвара,PUNCT,NOUN
Поэтому,SCONJ,ADV
установленному,NOUN,VERB
пирамиды,PUNCT,NOUN
т.,PRON,SCONJ
сойтись,ADP,VERB
Службу,PUNCT,NOUN
5,NUM,ADJ
резервное,NOUN,ADJ
15282,ADP,NUM
отвар,VERB,NOUN
Омелен,PUNCT,PROPN
Вискален,PUNCT,PROPN
применялись,PUNCT,VERB
сосудорасширяющее,NOUN,ADJ
средство,PUNCT,NOUN
этого,DET,PRON
направить,ADP,VERB
китайцам,PUNCT,NOUN
огибая,PUNCT,VERB
Уссури,PUNCT,PROPN
выдвигающейся,NOUN,VERB
уничтожив,PUNCT,VERB
роту,PUNCT,NOUN
Нобрис,PUNCT,PROPN
Базальное,PUNCT,ADJ
тельце,PUNCT,NOUN
микротрубочек,PUNCT,NOUN
ЦОМТ,PUNCT,PROPN
аксонемы,PUNCT,NOUN
танцевальные,ADP,ADJ
мистера,PUNCT,NOUN
останавливают,PUNCT,VERB
дерущиеся,PUNCT,VERB
Твик,PUNCT,PROPN
окно,ADP,NOUN
мистер,VERB,NOUN
Адлер,ADP,PROPN
отключает,NOUN,VERB
станок,PUNCT,NOUN
слишко,VERB,ADV
много,NUM,ADV
балуетесь,NOUN,VERB
Кечского,PUNCT,ADJ
машинного,PUNCT,ADJ
HawkEye,PUNCT,X
1600,PUNCT,NUM
UID,PUNCT,X
Visionscape,PUNCT,X
подсветки,PUNCT,NOUN
NERLITE,PUNCT,X
Скулкрафтов,NOUN,PROPN
был,AUX,VERB
семейного,NOUN,ADJ
чтения,PUNCT,NOUN
и,CCONJ,PART
этим,PRON,DET
административное,PUNCT,ADJ
деление,PUNCT,NOUN
быть,VERB,AUX
реорганизовано,ADP,VERB
моноязычными,ADP,ADJ
Улугбека,PUNCT,PROPN
Средней,PUNCT,ADJ
колхозника,PUNCT,NOUN
Совет,PUNCT,NOUN
присяжных,PUNCT,ADJ
поверенных,PUNCT,NOUN
удовлетворил,PUNCT,VERB
Зимней,PUNCT,ADJ
прогрессивная,NOUN,ADJ
Гайаны,PUNCT,PROPN
НППГ,PUNCT,PROPN
левая,PUNCT,ADJ
Гайане,NOUN,PROPN
Готовая,PUNCT,ADJ
фигурка,PUNCT,NOUN
покрывается,PUNCT,VERB
"999,9-й",PUNCT,ADJ
пробы,PUNCT,NOUN
мое,ADP,DET
Тамега,PUNCT,PROPN
Вышивки,PUNCT,NOUN
Полесья,PUNCT,PROPN
четкие,NOUN,ADJ
Гран-при,PUNCT,NOUN
восьмой,PUNCT,ADJ
Формула,PUNCT,NOUN
вражды,PUNCT,NOUN
исчезла,PUNCT,VERB
расцвёл,NOUN,VERB
воссияв,PUNCT,VERB
доброго,PUNCT,ADJ
Волновахе,NOUN,PROPN
упорные,ADP,ADJ
ВСЮР,PUNCT,PROPN
Революционной,PUNCT,ADJ
повстанческой,PUNCT,ADJ
махновцев,PUNCT,NOUN
Ла,PROPN,PART
Исабела,PUNCT,PROPN
европейской,ADP,ADJ
кратковременного,ADP,ADJ
этом,PRON,DET
форта,PUNCT,NOUN
Ла,PROPN,PART
Навидад,PUNCT,NOUN
берётся,PUNCT,VERB
свекровь,PUNCT,NOUN
Жени,PUNCT,PROPN
налаживаться,ADP,VERB
1182,NOUN,ADJ
Кнуд,PUNCT,PROPN
Абсалона,PUNCT,PROPN
сильного,PUNCT,ADJ
такому,PUNCT,DET
мальчику,PUNCT,NOUN
и,CCONJ,PART
среднестатистическому,NOUN,ADJ
Табаско,PUNCT,PROPN
были,AUX,VERB
1000000,VERB,NUM
Расположен,VERB,ADJ
верховьев,PUNCT,NOUN
Чусовая,PUNCT,PROPN
Дании,PUNCT,PROPN
кольцевые,NOUN,ADJ
расположены,VERB,ADJ
М25,PUNCT,PROPN
225,NOUN,ADJ
Северк,PUNCT,PROPN
было,AUX,VERB
семнадцать,VERB,NUM
Китаб,PUNCT,X
и,CCONJ,X
Агдас,PUNCT,X
Наисвятая,PUNCT,ADJ
современные,ADP,ADJ
религиозно-духовные,NOUN,ADJ
законы,PUNCT,NOUN
Китаб,PUNCT,X
и,CCONJ,X
Иган,PUNCT,X
несомненности,PUNCT,NOUN
богословский,PUNCT,ADJ
разъясняющий,PUNCT,VERB
символизм,PUNCT,NOUN
Сокровенные,PUNCT,ADJ
Слова,PUNCT,NOUN
сформулированные,PUNCT,VERB
коротких,PUNCT,ADJ
изданных,PUNCT,VERB
Крупицы,PUNCT,NOUN
Бахауллы,PUNCT,PROPN
Скрижали,PUNCT,NOUN
Бахауллы,PUNCT,PROPN
явленные,PUNCT,VERB
Китаб,NOUN,X
и,CCONJ,X
Агдас,PUNCT,X
Желающие,PUNCT,NOUN
пройти,PUNCT,VERB
всё,ADV,PRON
ачивментов,PUNCT,NOUN
собирать,NOUN,VERB
нью-йоркские,PUNCT,ADJ
сувениры,PUNCT,NOUN
интересно,VERB,ADJ
изучать,ADP,VERB
Дэн,PUNCT,PROPN
Питерсон,PUNCT,PROPN
Жидкое,PUNCT,ADJ
небо,PUNCT,NOUN
сформировавших,PUNCT,VERB
корневого,PUNCT,ADJ
также,CCONJ,PART
Objective,PUNCT,X
приступил,PUNCT,VERB
бумагоделательных,NOUN,ADJ
бедренные,ADP,ADJ
Рибера,PUNCT,PROPN
д,ADV,PART
Эбре,PUNCT,PROPN
Готлобер,PUNCT,PROPN
ненужность,ADP,NOUN
повторяющего,PUNCT,VERB
Распространён,PUNCT,VERB
Основал,PUNCT,VERB
Благотворительный,PUNCT,ADJ
фонд,PUNCT,NOUN
Короля,PUNCT,NOUN
Кигели,PUNCT,PROPN
руандийцам,PUNCT,NOUN
Возраст,PUNCT,NOUN
клубная,NOUN,ADJ
заявки,PUNCT,NOUN
18,NUM,ADJ
Покрывало,PUNCT,NOUN
каноэ,PUNCT,NOUN
крючковатое,VERB,ADJ
плоское,VERB,ADJ
жёсткого,NOUN,ADJ
мягко-кожистого,NOUN,ADJ
грязно-белое,PUNCT,ADJ
зеленоватое,PUNCT,ADJ
жёлтое,NOUN,ADJ
Финцелл,PUNCT,PROPN
ЗАО,ADP,NOUN
Илим,PUNCT,PROPN
Палп,PUNCT,PROPN
лесопромышленного,NOUN,ADJ
Треть,PUNCT,NOUN
содержат,PUNCT,VERB
эротические,PUNCT,ADJ
распространённые,ADJ,VERB
Анд,PUNCT,PROPN
Нижние,PUNCT,ADJ
листья,PUNCT,NOUN
кожистые,VERB,ADJ
эллиптические,PUNCT,ADJ
продолговатые,NOUN,ADJ
обратноланцетные,PUNCT,ADJ
Founding,PUNCT,X
Members,PUNCT,X
расширенная,ADP,ADJ
техническая,NOUN,ADJ
Design,PUNCT,X
Alliance,PUNCT,X
24,ADJ,NUM
78,NOUN,NUM
об,ADP,NOUN
Учет,PUNCT,NOUN
экономиста,PUNCT,NOUN
бухгалтерскому,NOUN,ADJ
учету,PUNCT,NOUN
Силы,PUNCT,NOUN
Суллы,PUNCT,PROPN
также,PART,CCONJ
македонцев,VERB,NOUN
римскую,NOUN,ADJ
панамериканских,PUNCT,ADJ
зарождается,PUNCT,VERB
московской,NOUN,ADJ
именно,PART,ADV
кировская,VERB,ADJ
стрит-панк,ADP,NOUN
Магистра,PUNCT,NOUN
бизнес-администрирования,PUNCT,NOUN
Гарвардской,NOUN,ADJ
Эффект,PUNCT,NOUN
притяжения,PUNCT,NOUN
притянутых,PUNCT,VERB
Сократом,ADP,PROPN
Кустарниковые,PUNCT,ADJ
мухоловки,PUNCT,NOUN
воробьиных,PUNCT,ADJ
Австралийские,PUNCT,ADJ
малиновки,PUNCT,NOUN
Кравиц,PUNCT,PROPN
выпустил,PUNCT,VERB
Circus,PUNCT,X
Billboard,NOUN,X
десятого,NOUN,ADJ
наивысшего,PUNCT,ADJ
возглавившим,PUNCT,VERB
чарты,PUNCT,NOUN
Da,PUNCT,X
Гай,PUNCT,PROPN
транслируемые,PUNCT,VERB
французскому,NOUN,ADJ
Мадонна,NOUN,PROPN
Бритни,PUNCT,PROPN
Спирс,PUNCT,PROPN
Daft,PUNCT,X
Punk,PUNCT,X
Моби,NOUN,PROPN
37090,NOUN,NUM
По-видимому,PUNCT,ADV
Разумовскому,NOUN,PROPN
Елизаветы,PUNCT,PROPN
Петровны,PUNCT,PROPN
украинцам,PUNCT,NOUN
гетманства,PUNCT,NOUN
Газпром,PUNCT,PROPN
межрегионгаз,PUNCT,PROPN
природного,PUNCT,ADJ
независимых,NOUN,ADJ
поставщиков,PUNCT,NOUN
Спустя,PUNCT,ADP
Эйлин,PUNCT,PROPN
Диана,PUNCT,PROPN
подала,PUNCT,VERB
Лео,NOUN,PROPN
8-летнего,PUNCT,ADJ
мальчика,PUNCT,NOUN
Сувориным,PUNCT,PROPN
явно,ADP,ADV
антидрейфусарскую,NOUN,ADJ
Алтарный,PUNCT,ADJ
Сан-Бартоломео,PUNCT,PROPN
располагавшейся,PUNCT,VERB
Фондако,PUNCT,PROPN
Тедески,VERB,PROPN
1,NUM,ADJ
временным,ADP,ADJ
занимаемой,NOUN,VERB
произнесения,PUNCT,NOUN
предметом,ADP,NOUN
распространённая,ADJ,VERB
Тем,PRON,DET
Леопольд,PUNCT,PROPN
д,ADV,PART
Артуа,PUNCT,PROPN
заключили,PUNCT,VERB
соглашение,PUNCT,NOUN
Пильницкая,NOUN,ADJ
декларация,PUNCT,NOUN
потребовали,PUNCT,VERB
его,PRON,DET
также,PART,CCONJ
вторжением,ADP,NOUN
отвергнут,PUNCT,VERB
данные,NOUN,ADJ
599,ADP,NUM
296,PUNCT,NUM
303,NOUN,NUM
Кез,PUNCT,PROPN
Кезского,PUNCT,ADJ
Удмуртской,PUNCT,ADJ
Татарстана,PUNCT,PROPN
67836,ADP,NUM
Актриса,PUNCT,NOUN
комбинировать,ADP,VERB
звездой,ADP,NOUN
Рядом,PUNCT,ADV
Мозговое,PUNCT,ADJ
Младшей,NOUN,ADJ
Эдде,PUNCT,PROPN
Тор,NOUN,PROPN
проголодался,PUNCT,VERB
зажарить,ADP,VERB
Твердото́пливный,PUNCT,ADJ
раке́тный,PUNCT,ADJ
дви́гатель,PUNCT,NOUN
РДТТ,PUNCT,PROPN
ракетный,PUNCT,ADJ
твёрдого,PUNCT,ADJ
твёрдое,PUNCT,ADJ
горючее,PUNCT,NOUN
Каждому,PUNCT,DET
Соника,PUNCT,PROPN
посвящены,PUNCT,VERB
причём,CCONJ,SCONJ
Словом,PUNCT,ADV
спор,PUNCT,NOUN
переключились,PUNCT,VERB
глобальные,NOUN,ADJ
философские,PUNCT,ADJ
выяснять,ADP,VERB
прогрессивен,VERB,ADJ
перспективен,NOUN,ADJ
Расцвет,PUNCT,NOUN
детско-юношеского,PUNCT,ADJ
кинообразования,PUNCT,NOUN
любительских,PUNCT,ADJ
кино-,PUNCT,ADV
детского,PUNCT,ADJ
кинотворчества,PUNCT,NOUN
Амадеи,PUNCT,PROPN
однажды,PUNCT,ADV
Тестаккио,NOUN,PROPN
этого,DET,PRON
Амадеи,NOUN,PROPN
разворачивается,PUNCT,VERB
Милиус,PUNCT,PROPN
воздержаться,ADP,VERB
предпочитая,PUNCT,VERB
реализовывать,PUNCT,VERB
механических,PUNCT,ADJ
конструкций,PUNCT,NOUN
Мустафа,PUNCT,PROPN
отборочный,NOUN,ADJ
Исландии,PUNCT,PROPN
завершился,NOUN,VERB
вничью,PUNCT,ADV
1:1,PUNCT,NUM
Юджедаг,PUNCT,PROPN
и,CCONJ,PART
запасным,VERB,ADJ
также,PART,CCONJ
вопросом,VERB,NOUN
деревенские,PUNCT,ADJ
фон,NOUN,PART
Эбнер,PUNCT,PROPN
Эшенбах,PUNCT,PROPN
Анценгрубера,PUNCT,PROPN
Петера,NOUN,PROPN
Розеггера,PUNCT,PROPN
регистрационном,NOUN,ADJ
2313,PUNCT,NUM
Татарстан,PUNCT,PROPN
Правительница,PUNCT,NOUN
Лечхуми,NOUN,PROPN
Омера,PUNCT,PROPN
Лютфи,PUNCT,PROPN
старшей,NOUN,ADJ
ступенью,PUNCT,NOUN
сертификаций,PUNCT,NOUN
Red,PUNCT,X
Hat,PUNCT,X
съёмки,ADP,NOUN
показывать,ADP,VERB
ТНТ,NOUN,PROPN
10,NUM,ADJ
20:30,NOUN,NUM
Средние,NOUN,ADJ
Дании,NOUN,PROPN
скальдов,PUNCT,NOUN
григорианские,ADP,ADJ
Монтемор,PUNCT,PROPN
у,ADP,X
Велью,PUNCT,X
заезда,PUNCT,NOUN
каноэ,PUNCT,NOUN
одиночек,PUNCT,NOUN
юный,PUNCT,ADJ
"0,01",NOUN,NUM
сек,PUNCT,NOUN
опередив,PUNCT,VERB
болгарина,PUNCT,NOUN
Маринова,PUNCT,PROPN
"0,84",NOUN,NUM
сек,PUNCT,NOUN
отстав,PUNCT,VERB
Олафа,PUNCT,PROPN
Хойкродта,PUNCT,PROPN
Самсоновка,PUNCT,PROPN
Ирбейского,PUNCT,ADJ
совхоз,PUNCT,NOUN
Поэтому,SCONJ,ADV
записала,PUNCT,VERB
Питу,PUNCT,PROPN
танцев,PUNCT,NOUN
натрия,PUNCT,NOUN
щелочных,PUNCT,ADJ
резервов,PUNCT,NOUN
развивается,PUNCT,VERB
сильнейший,PUNCT,ADJ
ацидоз,PUNCT,NOUN
ацидоза,PUNCT,NOUN
диакарба,PUNCT,NOUN
прекращается,PUNCT,VERB
"1,64",PUNCT,NUM
Ригобер,PUNCT,PROPN
McFly,NOUN,X
написали,PUNCT,VERB
Foolish,PUNCT,X
Hotel,PUNCT,X
Hill,PUNCT,X
Here,PUNCT,X
Comes,PUNCT,X
Storm,PUNCT,X
Mona,PUNCT,X
Lisa,PUNCT,X
NazTokio,NOUN,X
пока,SCONJ,ADV
подтвержденной,NOUN,VERB
Hotel,PUNCT,X
Hill,PUNCT,X
твиттер,PUNCT,NOUN
этого,DET,PRON
гостиная,NOUN,ADJ
сотня,PUNCT,NOUN
единое,ADP,ADJ
Социалистическая,PUNCT,ADJ
СПУ,PUNCT,PROPN
Соціалістична,PUNCT,ADJ
партія,PUNCT,NOUN
України,PUNCT,PROPN
Жуков,PUNCT,PROPN
заплатил,PUNCT,VERB
дорогую,PUNCT,ADJ
цену,PUNCT,NOUN
Ржевом,NOUN,PROPN
полегли,PUNCT,VERB
811,PUNCT,ADJ
болгары,PUNCT,NOUN
византийской,PUNCT,ADJ
был,AUX,VERB
императорский,VERB,ADJ
Ванин,PUNCT,PROPN
Кусинским,ADP,ADJ
так,ADV,CCONJ
крестьянская,ADP,ADJ
Штюлингена,NOUN,PROPN
550,PUNCT,NUM
то,PRON,ADV
очко,VERB,NOUN
засчитывается,PUNCT,VERB
триплоидов,PUNCT,NOUN
Golden,PUNCT,X
Yellow,PUNCT,X
надбровной,NOUN,ADJ
дугой,PUNCT,NOUN
изгибающийся,ADP,VERB
надглазничный,PUNCT,ADJ
край,PUNCT,NOUN
márgo,PUNCT,X
supraorbitális,PUNCT,X
лобная,VERB,ADJ
чешуи,PUNCT,NOUN
глазничную,NOUN,ADJ
Объектоспособными,PUNCT,ADJ
охраняемыми,PUNCT,VERB
WBL,PUNCT,X
прекратила,PUNCT,VERB
игровая,ADP,ADJ
Блажейовски,PUNCT,PROPN
был,AUX,VERB
птичник,VERB,NOUN
разбит,NOUN,VERB
колхозный,PUNCT,ADJ
священная,ADP,ADJ
Бурхан,PUNCT,PROPN
Халдун,PUNCT,PROPN
Чингисхана,PUNCT,PROPN
Антанты,PUNCT,PROPN
Шантильи,NOUN,PROPN
эстакадная,PUNCT,ADJ
относительно,ADP,ADV
грубый,NOUN,ADJ
выражают,PUNCT,VERB
Сценарий,PUNCT,NOUN
плохой,PUNCT,ADJ
хромают,PUNCT,VERB
актёрская,PUNCT,ADJ
бедная,PUNCT,ADJ
Зена,NOUN,PROPN
преподобного,PUNCT,NOUN
Полярным,NOUN,ADJ
кругом,PUNCT,NOUN
территориально,PUNCT,ADV
Таймырском,NOUN,ADJ
Долгано-Ненецком,PUNCT,ADJ
Красноярского,PUNCT,ADJ
административно,PUNCT,ADV
краевого,PUNCT,ADJ
подчинения,PUNCT,NOUN
По-видимому,PUNCT,ADV
Серранилла,PUNCT,PROPN
Бенк,PUNCT,PROPN
западной,NOUN,ADJ
Окскому,NOUN,ADJ
Упа,PUNCT,PROPN
Бассейны,PUNCT,NOUN
Мокши,PUNCT,PROPN
22,NUM,ADJ
отметился,NOUN,VERB
дублем,PUNCT,NOUN
Используются,PUNCT,VERB
7-ми,PUNCT,NUM
вагонные,PUNCT,ADJ
электрички,PUNCT,NOUN
185,PUNCT,NUM
series,PUNCT,X
вагонные,NOUN,ADJ
489,PUNCT,NUM
series,PUNCT,X
Север,PUNCT,NOUN
квалификацию,ADP,NOUN
фиктивным,ADP,ADJ
Ослад,PUNCT,PROPN
головных,NOUN,ADJ
двухэтажных,NOUN,ADJ
пассажирских,PUNCT,ADJ
Валлония,PUNCT,PROPN
3413978,PUNCT,NUM
"205,1",PUNCT,NUM
чел,PUNCT,NOUN
Евростат,PUNCT,PROPN
2007,ADJ,NUM
Трэйси,PUNCT,PROPN
Поллан,PUNCT,PROPN
Эмми,PUNCT,PROPN
Лучшая,PUNCT,ADJ
приглашённая,PUNCT,VERB
яркое,NOUN,ADJ
Закон,PUNCT,NOUN
Специальный,PUNCT,ADJ
Billboard,PUNCT,X
выше,ADJ,ADV
163,NOUN,ADJ
православному,ADP,ADJ
объединившему,PUNCT,VERB
петербургское,PUNCT,ADJ
казачество,PUNCT,NOUN
именуется,PUNCT,VERB
казачьим,PUNCT,ADJ
Бурды,PUNCT,PROPN
классическое,VERB,ADJ
иледование,ADP,NOUN
Новогригоровки,PUNCT,PROPN
Так,SCONJ,ADV
Богор,VERB,PROPN
Конгресса,PROPN,NOUN
индонезийской,PUNCT,ADJ
Амур,PUNCT,PROPN
названо,NOUN,VERB
поручика,PUNCT,NOUN
Корпуса,PUNCT,NOUN
горных,PUNCT,ADJ
инженеров,PUNCT,NOUN
Аносова,PUNCT,PROPN
возглавлявшего,PUNCT,VERB
Амурскую,PUNCT,ADJ
Золотопоисковую,PUNCT,ADJ
Австрию,NOUN,PROPN
Англичане,PUNCT,NOUN
традиционно,PUNCT,ADV
их,DET,PRON
Gypsies,NOUN,X
Egyptians,NOUN,X
египтяне,PUNCT,NOUN
испанцы,PUNCT,NOUN
Gitanos,PUNCT,X
Egiptanos,NOUN,X
египтяне,PUNCT,NOUN
Bohémiens,PUNCT,X
богемцы,PUNCT,NOUN
чехи,PUNCT,NOUN
Gitans,PUNCT,X
искажённое,PUNCT,VERB
испанское,PUNCT,ADJ
Gitanos,PUNCT,X
Tsiganes,NOUN,X
заимствование,PUNCT,NOUN
τσιγγάνοι,PUNCT,NOUN
цинга́ни,PUNCT,NOUN
немцы,PUNCT,NOUN
Zigeuner,PUNCT,X
итальянцы,PUNCT,NOUN
Zingari,PUNCT,X
Zigeuners,PUNCT,X
венгры,PUNCT,NOUN
Cigány,PUNCT,X
Fáraók,NOUN,X
népe,PUNCT,X
фараоново,PUNCT,ADJ
азербайджанцы,PUNCT,NOUN
qaraçılar,PUNCT,X
грузины,PUNCT,NOUN
ბოშები,PUNCT,NOUN
бошеби,PUNCT,NOUN
Գնչուներ,PUNCT,NOUN
гнчунер,PUNCT,NOUN
боша,PUNCT,NOUN
финны,PUNCT,NOUN
mustalaiset,PUNCT,X
казахи,PUNCT,NOUN
долы,PUNCT,NOUN
сығандар,PUNCT,NOUN
узбеки,PUNCT,NOUN
люли,PUNCT,NOUN
сигонлар,PUNCT,NOUN
баски,PUNCT,NOUN
Erromintxela,PUNCT,X
Ijitoak,PUNCT,X
албанцы,PUNCT,NOUN
Jevgjit,PUNCT,X
