,CCONJ,ADP,ADJ,NOUN,VERB,PUNCT,DET,PROPN,PART,PRON,AUX,SCONJ,X,ADV,NUM,SYM
выплатив,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
организованное,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
поддержанное,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
состояло,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
названы,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
определяющих,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
выступающего,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
породила,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
завоевала,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
решив,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
покажется,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
заняли,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
достигает,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пробовал,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
показано,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
исполняют,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
боготворит,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
помочь,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
дерётся,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ищет,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
разделенной,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
делимой,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
наряжают,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сажают,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пускают,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Окружающая,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пролегает,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
оформлена,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
нападают,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
атакует,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
убив,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
включены,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пригласить,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
прижимают,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
извлекают,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
переброшено,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
состоялись,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
дали,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
разделённых,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
вырастила,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
окончила,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
возникли,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
возглавили,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
дебютировала,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
одержала,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
создана,0.0,0.0,0.0,0.0,0.0014677821811243212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
перевели,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
гремели,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
погрузили,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
покинули,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
признал,0.0,0.0,0.0,0.0,0.0008806693086745927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
зачислен,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
высылается,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
лишается,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пошёл,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
выбрав,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сообщается,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
стремится,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
объяснить,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Проводятся,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
попадаются,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
начинают,0.0,0.0,0.0,0.0,0.0005871128724497284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
вытеснять,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
выпущены,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Выступала,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
происходивших,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ориентированными,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сопротивлявшимися,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
возник,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
предлагалось,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
перестроить,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
расширить,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
совершает,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
использовать,0.0,0.0,0.0,0.0,0.0008806693086745927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
разбил,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Существуют,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
соединяемых,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
избирался,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
организовал,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
оформлен,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
расценивается,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
заложенной,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
используют,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
полученных,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
оставленное,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
охлаждаться,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
разбито,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
выпускаемые,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ориентированы,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
поступившие,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
обучались,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
профилированные,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
воспринимающий,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
присуждается,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Продолжил,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
разделил,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
знал,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
платить,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
шипящий,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
взрывалось,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сделанные,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
складывающихся,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
отметили,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
готовить,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
приготавливать,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
давалась,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
выросшие,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
свидетельствует,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
происходят,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
подписав,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Говорится,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
воюющие,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
перестали,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
следовать,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
стремящихся,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
избрана,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
возглавляла,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
устраивали,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
прославился,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
изгнан,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
имеют,0.0,0.0,0.0,0.0,0.0017613386173491853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
оказались,0.0,0.0,0.0,0.0,0.0005871128724497284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
раздавались,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
велось,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
достраивал,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
представить,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пользуются,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
собрано,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
расширилась,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
возглавить,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
освобождены,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
укреплённых,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
суетилась,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
задерживалась,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
могла,0.0,0.0,0.0,0.0,0.0005871128724497284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
национализирована,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
предложена,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сыграла,0.0,0.0,0.0,0.0,0.0005871128724497284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
нанесённой,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
изогнут,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
наполняя,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
рукоположён,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Натурализовался,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
воевать,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
заменены,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
использована,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
высказанной,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
выполняла,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
разделявшая,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
соединявшая,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
синхронизированы,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Узнает,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
прокачать,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
проглоченную,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
осложнившегося,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сражен,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
боюсь,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
измениться,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
рассказывал,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
изменить,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
присвоено,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступил,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
просмотрели,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
встречался,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
разделяются,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
держа,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сидящему,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
окружённому,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
проведена,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
называемая,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
направленная,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
обстреляна,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
заминированы,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
воспрепятствовать,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
способствовало,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
видеть,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
упоминается,0.0,0.0,0.0,0.0,0.0008806693086745927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
описывают,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
попал,0.0,0.0,0.0,0.0,0.00044033465433729633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
продала,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
рассчитывается,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
дебютирует,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
боролся,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
приобрел,0.0,0.0,0.0,0.0,0.0002935564362248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
записаны,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сочетающаяся,0.0,0.0,0.0,0.0,0.0001467782181124321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
